   40.00	   60.00	   30.00	  388.00	   27.94	 1940.00	    4.31	    6.00	    7.00	    4.00	   11.00	 9218.88	  829.70	  921.89	
   80.00	  120.00	  120.00	    9.00	   10.37	 7587.00	    1.80	    8.00	    7.00	    3.00	   10.00	 7587.00	  606.96	  606.96	
   40.00	   60.00	   30.00	  385.00	   27.72	 2310.00	    4.28	    9.00	    7.00	    3.00	   10.00	 9147.60	  731.81	  731.81	
   40.00	   60.00	   20.00	  619.00	   29.71	 4952.00	    4.76	    9.00	    7.00	    1.00	    8.00	 9804.96	  784.40	  784.40	
   40.00	   60.00	   40.00	  380.00	   36.48	 1520.00	    6.33	    5.00	    7.00	    4.00	   11.00	12038.40	  722.30	 1083.46	
   80.00	  120.00	  270.00	    7.00	   18.14	 5439.00	    2.80	   16.00	    6.00	    3.00	    9.00	 5987.52	  598.75	  419.13	
   40.00	   60.00	   40.00	  283.00	   27.17	 1981.00	    4.72	    4.00	    7.00	    7.00	   14.00	 8965.44	  537.93	   89.65	
   40.00	   60.00	   40.00	   84.00	    8.06	  336.00	    1.40	   15.00	    6.00	    4.00	   10.00	 2661.12	  239.50	  106.44	
   40.00	   60.00	   30.00	  131.00	    9.43	  655.00	    1.46	    7.00	    7.00	    3.00	   10.00	 3112.56	  249.00	  249.00	
   40.00	   60.00	   40.00	   92.00	    8.83	  644.00	    1.53	    3.00	    8.00	    1.00	    9.00	 2914.56	  291.46	  306.03	
   80.00	  120.00	  270.00	   14.00	   36.29	 5054.00	    5.60	    4.00	    7.00	    4.00	   11.00	11975.04	  718.50	  119.75	
   40.00	   60.00	   20.00	  202.00	    9.70	 1212.00	    1.55	    4.00	    7.00	    7.00	   14.00	 3199.68	  191.98	   32.00	
   40.00	   60.00	   40.00	  191.00	   18.34	  764.00	    3.18	    9.00	    7.00	    7.00	   14.00	 6050.88	  484.07	  484.07	
  120.00	  120.00	  270.00	   10.00	   38.88	 6720.00	    6.00	    9.00	    7.00	    6.00	   13.00	12830.40	 1026.43	 1026.43	
  100.00	  120.00	  120.00	    3.00	    4.32	  792.00	    0.75	   12.00	    7.00	    4.00	   11.00	 1425.60	  114.05	  114.05	
   40.00	   60.00	   50.00	  401.00	   48.12	 1604.00	    8.02	    7.00	    7.00	    5.00	   12.00	15879.60	 1270.37	 1270.37	
   80.00	  120.00	  120.00	   14.00	   16.13	 9310.00	    2.80	    8.00	    7.00	    3.00	   10.00	 9310.00	  744.80	  744.80	
   80.00	  120.00	  270.00	    6.00	   15.55	 3486.00	    2.40	   21.00	    8.00	    4.00	   12.00	 5132.16	 1026.43	 1129.08	
   80.00	  120.00	  120.00	    2.00	    2.30	 1314.00	    0.40	   15.00	    6.00	    3.00	    9.00	 1314.00	  118.26	   52.56	
   80.00	  120.00	  120.00	    3.00	    3.46	 1776.00	    0.60	   12.00	    7.00	    4.00	   11.00	 1776.00	  142.08	  142.08	
   40.00	   60.00	   50.00	  530.00	   63.60	 2120.00	   10.60	    2.00	    8.00	    5.00	   13.00	20988.00	 2098.80	 2518.56	
   40.00	   60.00	   30.00	   25.00	    1.80	  175.00	    0.28	    5.00	    7.00	    2.00	    9.00	  594.00	   35.64	   53.46	
   80.00	  120.00	  120.00	    5.00	    5.76	 1765.00	    1.00	   20.00	    5.00	    6.00	   11.00	 1900.80	  188.18	  146.36	
   40.00	   60.00	   40.00	  331.00	   31.78	 1655.00	    5.52	    8.00	    7.00	    4.00	   11.00	10486.08	  838.89	  838.89	
   80.00	  120.00	  270.00	   15.00	   38.88	12795.00	    6.00	    7.00	    7.00	    6.00	   13.00	12830.40	 1026.43	 1026.43	
   40.00	   60.00	   40.00	   55.00	    5.28	  330.00	    0.92	    9.00	    7.00	    1.00	    8.00	 1742.40	  139.39	  139.39	
  100.00	  120.00	  120.00	   11.00	   15.84	 6402.00	    2.75	    3.00	    8.00	    4.00	   12.00	 6402.00	  640.20	  672.21	
   40.00	   60.00	   30.00	  284.00	   20.45	 1420.00	    3.16	    1.00	    9.00	    4.00	   13.00	 6747.84	  674.78	  654.54	
   40.00	   60.00	   40.00	  461.00	   44.26	 2766.00	    7.68	   18.00	    6.00	    5.00	   11.00	14604.48	 1241.38	 1022.31	
   40.00	   60.00	   40.00	   21.00	    2.02	  105.00	    0.35	    3.00	    8.00	    5.00	   13.00	  665.28	   66.53	   69.85	


I:30 T:14 J:14 A:10 B:10 D:22 ins:1

