   40.00	   60.00	   50.00	  314.00	   37.68	 1570.00	    6.28	    5.00	    7.00	    1.00	    8.00	12434.40	  746.06	 1119.10	
   40.00	   60.00	   30.00	  104.00	    7.49	  624.00	    1.16	    7.00	    7.00	    1.00	   13.00	 2471.04	  197.68	  197.68	
   40.00	   60.00	   30.00	   99.00	    7.13	  495.00	    1.10	    8.00	    7.00	    4.00	   12.00	 2352.24	  188.18	  188.18	
   40.00	   60.00	   40.00	  648.00	   62.21	 4536.00	   10.80	    2.00	    8.00	    4.00	   13.00	20528.64	 2052.86	 2463.44	
   40.00	   60.00	   30.00	  467.00	   33.62	 2335.00	    5.19	   17.00	    6.00	    6.00	   14.00	11095.92	  943.15	  776.71	
   40.00	   60.00	   20.00	  613.00	   29.42	 3678.00	    4.72	   21.00	    8.00	    1.00	   14.00	 9709.92	 1941.98	 2136.18	
   40.00	   60.00	   30.00	  185.00	   13.32	 1480.00	    2.06	    2.00	    8.00	    2.00	   11.00	 4395.60	  439.56	  527.47	
   80.00	  120.00	  270.00	    9.00	   23.33	 8415.00	    3.60	    5.00	    7.00	    3.00	   14.00	 8415.00	  504.90	  757.35	
   80.00	  120.00	  120.00	    2.00	    2.30	  512.00	    0.40	   22.00	    8.00	    3.00	   12.00	  760.32	  152.06	  167.27	
   80.00	  120.00	  120.00	   14.00	   16.13	 5208.00	    2.80	    5.00	    7.00	    4.00	   12.00	 5322.24	  319.33	  479.00	
   40.00	   60.00	   20.00	  401.00	   19.25	 2807.00	    3.08	    6.00	    7.00	    2.00	    9.00	 6351.84	  571.67	  635.18	
   80.00	  120.00	  120.00	   12.00	   13.82	 3216.00	    2.40	   14.00	    6.00	    5.00	   14.00	 4561.92	  410.57	  273.72	
   40.00	   60.00	   20.00	   19.00	    0.91	  152.00	    0.15	   15.00	    6.00	    7.00	   14.00	  300.96	   27.09	   12.04	
   80.00	  120.00	  120.00	    6.00	    6.91	 3588.00	    1.20	    3.00	    8.00	    3.00	   12.00	 3588.00	  358.80	  376.74	
   40.00	   60.00	   40.00	  389.00	   37.34	 1945.00	    6.48	    2.00	    8.00	    2.00	   13.00	12323.52	 1232.35	 1478.82	
   40.00	   60.00	   50.00	  162.00	   19.44	  972.00	    3.24	    4.00	    7.00	    1.00	   13.00	 6415.20	  384.91	   64.15	
   40.00	   60.00	   50.00	  134.00	   16.08	  670.00	    2.68	    8.00	    7.00	    1.00	   13.00	 5306.40	  424.51	  424.51	
   80.00	  120.00	  120.00	   10.00	   11.52	 2670.00	    2.00	   19.00	    5.00	    3.00	    9.00	 3801.60	  361.15	  285.12	
   40.00	   60.00	   50.00	  575.00	   69.00	 2300.00	   11.50	   15.00	    6.00	    5.00	   11.00	22770.00	 2049.30	  910.80	
  120.00	  120.00	  270.00	    8.00	   31.10	 1704.00	    4.80	   18.00	    6.00	    2.00	   12.00	10264.32	  872.47	  718.50	
  100.00	  120.00	  120.00	    8.00	   11.52	 1392.00	    2.00	   11.00	    7.00	    6.00	   13.00	 3801.60	  304.13	  304.13	
  100.00	  120.00	  120.00	   12.00	   17.28	 2052.00	    3.00	    6.00	    7.00	    1.00	   11.00	 5702.40	  513.22	  570.24	
   40.00	   60.00	   20.00	  558.00	   26.78	 3348.00	    4.29	    9.00	    7.00	    3.00	   13.00	 8838.72	  707.10	  707.10	
   40.00	   60.00	   30.00	   85.00	    6.12	  680.00	    0.94	   22.00	    8.00	    1.00	   10.00	 2019.60	  403.92	  444.31	
  100.00	  120.00	  120.00	    6.00	    8.64	  984.00	    1.50	    5.00	    7.00	    2.00	    9.00	 2851.20	  171.07	  256.61	
   40.00	   60.00	   30.00	  530.00	   38.16	 3180.00	    5.89	    5.00	    7.00	    6.00	   14.00	12592.80	  755.57	 1133.35	
   80.00	  120.00	  270.00	   13.00	   33.70	12025.00	    5.20	    7.00	    7.00	    2.00	    9.00	12025.00	  962.00	  962.00	
   40.00	   60.00	   50.00	   57.00	    6.84	  342.00	    1.14	   17.00	    6.00	    6.00	   12.00	 2257.20	  191.86	  158.00	
   40.00	   60.00	   40.00	    1.00	    0.10	    7.00	    0.02	   21.00	    8.00	    5.00	   13.00	   31.68	    6.34	    6.97	
   40.00	   60.00	   40.00	  382.00	   36.67	 2674.00	    6.37	    8.00	    7.00	    6.00	   13.00	12101.76	  968.14	  968.14	


I:30 T:14 J:14 A:10 B:70 D:22 ins:9

