   40.00	   60.00	   20.00	  391.00	   18.77	 2737.00	    3.01	   13.00	    7.00	    3.00	   13.00	 6193.44	  495.48	  495.48	
  100.00	  120.00	  120.00	    2.00	    2.88	 1792.00	    0.50	    9.00	    7.00	    7.00	   14.00	 1792.00	  143.36	  143.36	
   40.00	   60.00	   30.00	  517.00	   37.22	 3619.00	    5.74	   19.00	    5.00	    2.00	   11.00	12283.92	 1166.97	  921.29	
   40.00	   60.00	   40.00	  550.00	   52.80	 2750.00	    9.17	    7.00	    7.00	    7.00	   14.00	17424.00	 1393.92	 1393.92	
   40.00	   60.00	   20.00	  425.00	   20.40	 2125.00	    3.27	   16.00	    6.00	    6.00	   14.00	 6732.00	  673.20	  471.24	
   40.00	   60.00	   40.00	   79.00	    7.58	  316.00	    1.32	   15.00	    6.00	    6.00	   14.00	 2502.72	  225.24	  100.11	
   40.00	   60.00	   20.00	   67.00	    3.22	  335.00	    0.52	   12.00	    7.00	    7.00	   14.00	 1061.28	   84.90	   84.90	
   40.00	   60.00	   30.00	  232.00	   16.70	 1160.00	    2.58	   22.00	    8.00	    3.00	   13.00	 5512.32	 1102.46	 1212.71	
   40.00	   60.00	   50.00	  389.00	   46.68	 1945.00	    7.78	   12.00	    7.00	    5.00	   12.00	15404.40	 1232.35	 1232.35	
  100.00	  120.00	  120.00	    2.00	    2.88	 1928.00	    0.50	   22.00	    8.00	    2.00	   12.00	 1928.00	  385.60	  424.16	
  120.00	  120.00	  270.00	   14.00	   54.43	 3360.00	    8.40	   15.00	    6.00	    3.00	   10.00	17962.56	 1616.63	  718.50	
   40.00	   60.00	   30.00	  283.00	   20.38	 1415.00	    3.14	    5.00	    7.00	    5.00	   12.00	 6724.08	  403.44	  605.17	
   40.00	   60.00	   50.00	  233.00	   27.96	 1165.00	    4.66	    9.00	    7.00	    6.00	   13.00	 9226.80	  738.14	  738.14	
   40.00	   60.00	   40.00	  409.00	   39.26	 1636.00	    6.82	   18.00	    6.00	    7.00	   13.00	12957.12	 1101.36	  907.00	
   40.00	   60.00	   30.00	  278.00	   20.02	 1668.00	    3.09	   13.00	    7.00	    5.00	   13.00	 6605.28	  528.42	  528.42	
   40.00	   60.00	   40.00	  342.00	   32.83	 1710.00	    5.70	   11.00	    7.00	    4.00	   13.00	10834.56	  866.76	  866.76	
  120.00	  120.00	  270.00	    6.00	   23.33	 1320.00	    3.60	   22.00	    8.00	    1.00	   14.00	 7698.24	 1539.65	 1693.61	
   40.00	   60.00	   50.00	  561.00	   67.32	 3927.00	   11.22	    1.00	    9.00	    2.00	   13.00	22215.60	 2221.56	 2154.91	
   40.00	   60.00	   50.00	  593.00	   71.16	 4151.00	   11.86	   15.00	    6.00	    3.00	   12.00	23482.80	 2113.45	  939.31	
   80.00	  120.00	  270.00	   14.00	   36.29	10822.00	    5.60	   19.00	    5.00	    5.00	   14.00	11975.04	 1137.63	  898.13	
   40.00	   60.00	   30.00	  107.00	    7.70	  535.00	    1.19	    8.00	    7.00	    3.00	   10.00	 2542.32	  203.39	  203.39	
   40.00	   60.00	   50.00	  576.00	   69.12	 2304.00	   11.52	   22.00	    8.00	    2.00	   13.00	22809.60	 4561.92	 5018.11	
  120.00	  120.00	  270.00	    2.00	    7.78	  388.00	    1.20	   18.00	    6.00	    7.00	   13.00	 2566.08	  218.12	  179.63	
   80.00	  120.00	  270.00	   11.00	   28.51	 3465.00	    4.40	   16.00	    6.00	    7.00	   14.00	 9408.96	  940.90	  658.63	
   40.00	   60.00	   30.00	  153.00	   11.02	  765.00	    1.70	   20.00	    5.00	    4.00	   13.00	 3635.28	  359.89	  279.92	
   40.00	   60.00	   20.00	  516.00	   24.77	 2580.00	    3.97	   15.00	    6.00	    6.00	   12.00	 8173.44	  735.61	  326.94	
   40.00	   60.00	   20.00	  532.00	   25.54	 2660.00	    4.09	    5.00	    7.00	    2.00	   14.00	 8426.88	  505.61	  758.42	
   80.00	  120.00	  120.00	    9.00	   10.37	 4149.00	    1.80	   18.00	    6.00	    2.00	   11.00	 4149.00	  352.67	  290.43	
   80.00	  120.00	  270.00	   11.00	   28.51	 7700.00	    4.40	    6.00	    7.00	    4.00	   14.00	 9408.96	  846.81	  940.90	
   40.00	   60.00	   30.00	  618.00	   44.50	 3708.00	    6.87	   10.00	    7.00	    2.00	   13.00	14683.68	 1174.69	 1174.69	


I:30 T:14 J:14 A:10 B:70 D:22 ins:10

