   80.00	  120.00	  120.00	    6.00	    6.91	 3024.00	    1.20	   19.00	    5.00	    9.00	   14.00	 3024.00	  287.28	  226.80	
   80.00	  120.00	  120.00	    2.00	    2.30	  780.00	    0.40	   20.00	    5.00	    3.00	   11.00	  780.00	   77.22	   60.06	
   40.00	   60.00	   50.00	  450.00	   54.00	 3150.00	    9.00	   11.00	    7.00	    1.00	    9.00	17820.00	 1425.60	 1425.60	
   80.00	  120.00	  270.00	   12.00	   31.10	 6840.00	    4.80	    2.00	    8.00	    4.00	   13.00	10264.32	 1026.43	 1231.72	
  120.00	  120.00	  270.00	    7.00	   27.22	 2877.00	    4.20	    4.00	    7.00	    1.00	   13.00	 8981.28	  538.88	   89.81	
   40.00	   60.00	   40.00	  476.00	   45.70	 2856.00	    7.93	   19.00	    5.00	    7.00	   12.00	15079.68	 1432.57	 1130.98	
  120.00	  120.00	  270.00	   17.00	   66.10	14722.00	   10.20	   11.00	    7.00	    3.00	   11.00	21811.68	 1744.93	 1744.93	
   80.00	  120.00	  120.00	   14.00	   16.13	11340.00	    2.80	    8.00	    7.00	    2.00	    9.00	11340.00	  907.20	  907.20	
   40.00	   60.00	   30.00	  314.00	   22.61	 1884.00	    3.49	    7.00	    7.00	    4.00	   14.00	 7460.64	  596.85	  596.85	
   40.00	   60.00	   50.00	  581.00	   69.72	 2905.00	   11.62	   14.00	    6.00	    8.00	   14.00	23007.60	 2070.68	 1380.46	


I:10 T:14 J:14 A:10 B:70 D:22 ins:4

