   40.00	   60.00	   20.00	  391.00	   18.77	 2737.00	    3.01	    1.00	    9.00	    2.00	   13.00	 6193.44	  619.34	  600.76	
  100.00	  120.00	  120.00	    2.00	    2.88	 1792.00	    0.50	    2.00	    8.00	    6.00	   14.00	 1792.00	  179.20	  215.04	
   40.00	   60.00	   30.00	  517.00	   37.22	 3619.00	    5.74	   20.00	    5.00	    2.00	   11.00	12283.92	 1216.11	  945.86	
   40.00	   60.00	   40.00	  550.00	   52.80	 2750.00	    9.17	   20.00	    5.00	    9.00	   14.00	17424.00	 1724.98	 1341.65	
   40.00	   60.00	   20.00	  425.00	   20.40	 2125.00	    3.27	    3.00	    8.00	    5.00	   14.00	 6732.00	  673.20	  706.86	
   40.00	   60.00	   40.00	   79.00	    7.58	  316.00	    1.32	   16.00	    6.00	    6.00	   14.00	 2502.72	  250.27	  175.19	
   40.00	   60.00	   20.00	   67.00	    3.22	  335.00	    0.52	   14.00	    6.00	    8.00	   14.00	 1061.28	   95.52	   63.68	
   40.00	   60.00	   30.00	  232.00	   16.70	 1160.00	    2.58	   18.00	    6.00	    4.00	   12.00	 5512.32	  468.55	  385.86	
   40.00	   60.00	   50.00	  389.00	   46.68	 1945.00	    7.78	   14.00	    6.00	    6.00	   12.00	15404.40	 1386.40	  924.26	
  100.00	  120.00	  120.00	    2.00	    2.88	 1928.00	    0.50	   18.00	    6.00	    3.00	   12.00	 1928.00	  163.88	  134.96	
  120.00	  120.00	  270.00	   14.00	   54.43	 3360.00	    8.40	   16.00	    6.00	    3.00	   10.00	17962.56	 1796.26	 1257.38	
   40.00	   60.00	   30.00	  283.00	   20.38	 1415.00	    3.14	    5.00	    7.00	    5.00	   12.00	 6724.08	  403.44	  605.17	
   40.00	   60.00	   50.00	  233.00	   27.96	 1165.00	    4.66	   14.00	    6.00	    7.00	   13.00	 9226.80	  830.41	  553.61	
   40.00	   60.00	   40.00	  409.00	   39.26	 1636.00	    6.82	    1.00	    9.00	    4.00	   13.00	12957.12	 1295.71	 1256.84	
   40.00	   60.00	   30.00	  278.00	   20.02	 1668.00	    3.09	    1.00	    9.00	    4.00	   14.00	 6605.28	  660.53	  640.71	
   40.00	   60.00	   40.00	  342.00	   32.83	 1710.00	    5.70	   16.00	    6.00	    5.00	   13.00	10834.56	 1083.46	  758.42	
  120.00	  120.00	  270.00	    6.00	   23.33	 1320.00	    3.60	   18.00	    6.00	    2.00	   14.00	 7698.24	  654.35	  538.88	
   40.00	   60.00	   50.00	  561.00	   67.32	 3927.00	   11.22	    5.00	    7.00	    3.00	   12.00	22215.60	 1332.94	 1999.40	
   40.00	   60.00	   50.00	  593.00	   71.16	 4151.00	   11.86	   16.00	    6.00	    3.00	   12.00	23482.80	 2348.28	 1643.80	
   80.00	  120.00	  270.00	   14.00	   36.29	10822.00	    5.60	   20.00	    5.00	    5.00	   14.00	11975.04	 1185.53	  922.08	
   40.00	   60.00	   30.00	  107.00	    7.70	  535.00	    1.19	    2.00	    8.00	    3.00	   11.00	 2542.32	  254.23	  305.08	
   40.00	   60.00	   50.00	  576.00	   69.12	 2304.00	   11.52	   18.00	    6.00	    3.00	   13.00	22809.60	 1938.82	 1596.67	
  120.00	  120.00	  270.00	    2.00	    7.78	  388.00	    1.20	    1.00	    9.00	    5.00	   14.00	 2566.08	  256.61	  248.91	
   80.00	  120.00	  270.00	   11.00	   28.51	 3465.00	    4.40	    3.00	    8.00	    5.00	   14.00	 9408.96	  940.90	  987.94	
   40.00	   60.00	   30.00	  153.00	   11.02	  765.00	    1.70	   18.00	    6.00	    3.00	   13.00	 3635.28	  309.00	  254.47	
   40.00	   60.00	   20.00	  516.00	   24.77	 2580.00	    3.97	   16.00	    6.00	    6.00	   12.00	 8173.44	  817.34	  572.14	
   40.00	   60.00	   20.00	  532.00	   25.54	 2660.00	    4.09	    4.00	    7.00	    2.00	   14.00	 8426.88	  505.61	   84.27	
   80.00	  120.00	  120.00	    9.00	   10.37	 4149.00	    1.80	    1.00	    9.00	    1.00	   12.00	 4149.00	  414.90	  402.45	
   80.00	  120.00	  270.00	   11.00	   28.51	 7700.00	    4.40	   14.00	    6.00	    4.00	   14.00	 9408.96	  846.81	  564.54	
   40.00	   60.00	   30.00	  618.00	   44.50	 3708.00	    6.87	   21.00	    8.00	    2.00	   14.00	14683.68	 2936.74	 3230.41	


I:30 T:14 J:14 A:10 B:70 D:11 ins:10

