   40.00	   60.00	   40.00	   54.00	    5.18	  324.00	    0.90	    9.00	    7.00	    5.00	   12.00	 1710.72	  136.86	  136.86	
   40.00	   60.00	   40.00	  614.00	   58.94	 4298.00	   10.23	   14.00	    6.00	    4.00	   10.00	19451.52	 1750.64	 1167.09	
   40.00	   60.00	   20.00	  271.00	   13.01	 1355.00	    2.08	   20.00	    5.00	    8.00	   13.00	 4292.64	  424.97	  330.53	
  100.00	  120.00	  120.00	   14.00	   20.16	12026.00	    3.50	   13.00	    7.00	    2.00	    9.00	12026.00	  962.08	  962.08	
   80.00	  120.00	  270.00	   11.00	   28.51	 6578.00	    4.40	    5.00	    7.00	    1.00	    8.00	 9408.96	  564.54	  846.81	
   80.00	  120.00	  120.00	   16.00	   18.43	10976.00	    3.20	   10.00	    7.00	    1.00	    8.00	10976.00	  878.08	  878.08	
   40.00	   60.00	   30.00	  454.00	   32.69	 2270.00	    5.04	    9.00	    7.00	    5.00	   12.00	10787.04	  862.96	  862.96	
   40.00	   60.00	   30.00	  312.00	   22.46	 1248.00	    3.47	   13.00	    7.00	    5.00	   12.00	 7413.12	  593.05	  593.05	
   40.00	   60.00	   50.00	  128.00	   15.36	  896.00	    2.56	    7.00	    7.00	    3.00	   10.00	 5068.80	  405.50	  405.50	
   80.00	  120.00	  270.00	    5.00	   12.96	 4455.00	    2.00	   18.00	    6.00	    1.00	    7.00	 4455.00	  378.68	  311.85	
   40.00	   60.00	   50.00	   98.00	   11.76	  490.00	    1.96	    4.00	    7.00	    5.00	   12.00	 3880.80	  232.85	   38.81	
   40.00	   60.00	   30.00	  108.00	    7.78	  756.00	    1.20	   17.00	    6.00	    5.00	   11.00	 2566.08	  218.12	  179.63	
   40.00	   60.00	   20.00	  279.00	   13.39	 1395.00	    2.15	    5.00	    7.00	    6.00	   13.00	 4419.36	  265.16	  397.74	
   40.00	   60.00	   20.00	   47.00	    2.26	  329.00	    0.36	   16.00	    6.00	    2.00	    8.00	  744.48	   74.45	   52.11	
   80.00	  120.00	  270.00	   16.00	   41.47	 9008.00	    6.40	   11.00	    7.00	    5.00	   12.00	13685.76	 1094.86	 1094.86	
  100.00	  120.00	  120.00	    8.00	   11.52	 7768.00	    2.00	   15.00	    6.00	    6.00	   12.00	 7768.00	  699.12	  310.72	
   40.00	   60.00	   50.00	  562.00	   67.44	 3934.00	   11.24	    4.00	    7.00	    5.00	   12.00	22255.20	 1335.31	  222.55	
   40.00	   60.00	   20.00	  410.00	   19.68	 3280.00	    3.15	    9.00	    7.00	    3.00	   10.00	 6494.40	  519.55	  519.55	
   80.00	  120.00	  270.00	    4.00	   10.37	  688.00	    1.60	    1.00	    9.00	    5.00	   14.00	 3421.44	  342.14	  331.88	
   40.00	   60.00	   50.00	  172.00	   20.64	 1204.00	    3.44	   11.00	    7.00	    1.00	    8.00	 6811.20	  544.90	  544.90	


I:20 T:14 J:14 A:10 B:10 D:22 ins:1

